Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
1962-01-02,0.09012676775455475,0.0907960395470424,0.09012676775455475,0.09012676775455475,902400
1962-01-03,0.09146526455879211,0.09146526455879211,0.09012672165842667,0.09012672165842667,1200000
1962-01-04,0.09168832749128342,0.09213447210279016,0.09124212841544029,0.09146525518553004,1088000
1962-01-05,0.08968055248260498,0.09213445635514289,0.0894574257506521,0.0916883118198913,1222400
1962-01-08,0.0894574373960495,0.09034978104704335,0.08834202144839073,0.08968056415704859,1388800
1962-01-09,0.08923433721065521,0.09012668058276177,0.08901126498370786,0.08945740943760257,1065600
1962-01-10,0.08878815174102783,0.08923429598882597,0.08856502515283678,0.08923429598882597,828800
1962-01-11,0.08968055248260498,0.08968055248260498,0.08901128121540051,0.08901128121540051,617600
1962-01-12,0.09101904928684235,0.09101904928684235,0.08990363337735137,0.08990363337735137,1398400
1962-01-15,0.09101904928684235,0.09101904928684235,0.0901267056663831,0.09101904928684235,966400
1962-01-16,0.09034980088472366,0.09101907238600139,0.09034980088472366,0.09101907238600139,569600
1962-01-17,0.08990363776683807,0.0910190537307885,0.08923436640273383,0.09034978236668426,832000
1962-01-18,0.09012676775455475,0.0903498401972607,0.08945749596206708,0.0899036953118488,844800
1962-01-19,0.09079589694738388,0.09079589694738388,0.09012662620602058,0.09012662620602058,720000
1962-01-22,0.09101904928684235,0.09101904928684235,0.09057290470877888,0.09079597699781061,745600
1962-01-23,0.09034980088472366,0.09079600004035752,0.0901267285390798,0.09079600004035752,908800
1962-01-24,0.09034980088472366,0.09057292769471366,0.08968058384779208,0.09034980088472366,841600
1962-01-25,0.09057289361953735,0.09101903814297736,0.09034976689349171,0.09034976689349171,1078400
1962-01-26,0.09101904928684235,0.09101904928684235,0.09034977795541484,0.09057290470877888,832000
1962-01-29,0.0923575684428215,0.09258064067507682,0.09101902612065269,0.09101902612065269,1462400
1962-01-30,0.09324994683265686,0.09324994683265686,0.0925806754203964,0.0925806754203964,1843200
1962-01-31,0.094588503241539,0.094588503241539,0.09347308639487953,0.09347308639487953,1718400
1962-02-01,0.09637319296598434,0.09637319296598434,0.094588504207355,0.094588504207355,2371200
1962-02-02,0.09838084131479263,0.09838084131479263,0.09615001015849556,0.09637308238126203,2310400
1962-02-05,0.0992731973528862,0.09994246857100494,0.09860398059909053,0.09860398059909053,1977600
1962-02-06,0.09793468564748764,0.09905010109782715,0.09771161345028172,0.09905010109782715,1446400
1962-02-07,0.09879186004400253,0.09879186004400253,0.09721298137425272,0.09879186004400253,1126400
1962-02-08,0.09879186004400253,0.09924293676882376,0.09856626661515416,0.09879186004400253,684800
1962-02-09,0.0976639837026596,0.09811511515026516,0.0976639837026596,0.09811511515026516,563200
1962-02-12,0.09788962453603745,0.0981151628362586,0.09743849286917258,0.09766403116939373,428800
1962-02-13,0.09721294790506363,0.09788961782576433,0.09585960806366223,0.09788961782576433,873600
1962-02-14,0.0983407124876976,0.0983407124876976,0.09653629574480406,0.09721296578999637,636800
1962-02-15,0.09856626391410828,0.09879185733677463,0.09788964884541795,0.09834072555787816,742400
1962-02-16,0.09879186004400253,0.09924293676882376,0.09834072825274355,0.09856626661515416,816000
1962-02-19,0.10037068277597427,0.10082181456331687,0.09879185918636832,0.09879185918636832,1657600
1962-02-20,0.10082171857357025,0.10104725671929389,0.09991951092429084,0.10037058721573813,800000
1962-02-21,0.0992429256439209,0.10082180413668207,0.0992429256439209,0.10082180413668207,681600
1962-02-23,0.09946847707033157,0.09946847707033157,0.09856626853666317,0.09924293870352417,793600
1962-02-26,0.09879186004400253,0.09969406856008274,0.09879186004400253,0.09946847513123439,640000
1962-02-27,0.09969398379325867,0.10037059830518535,0.09879177604429881,0.09879177604429881,908800
