Price,Close,High,Low,Open,Volume
Ticker,CL,CL,CL,CL,CL
Date,,,,,
1973-05-02,0.43509718775749207,0.43509718775749207,0.4277322959806398,0.4277322959806398,672000
1973-05-03,0.4362296760082245,0.4379293761530906,0.4248991024334215,0.43509668089182363,739200
1973-05-04,0.43509718775749207,0.4413290830980614,0.4328309874144196,0.436230184193775,1339200
1973-05-07,0.43283069133758545,0.43849608458461414,0.4316976956763256,0.43509689013046987,316800
1973-05-08,0.43226420879364014,0.43283070664430384,0.4237663260929408,0.43283070664430384,619200
1973-05-09,0.43056440353393555,0.43509659052853383,0.43056440353393555,0.43226389585557673,508800
1973-05-10,0.43056440353393555,0.43283039329612377,0.4288647037420726,0.43056440353393555,307200
1973-05-11,0.43056440353393555,0.43283039329612377,0.4294312011826196,0.43056440353393555,451200
1973-05-14,0.42433276772499084,0.4316976537486105,0.42433276772499084,0.4305646581973904,657600
1973-05-15,0.42603209614753723,0.42829829384314455,0.4226329033392583,0.42433260347852986,830400
1973-05-16,0.42603209614753723,0.42943128895581617,0.4226329033392583,0.42603209614753723,331200
1973-05-17,0.4226330518722534,0.4260322458751679,0.4226330518722534,0.4260322458751679,619200
1973-05-18,0.41526809334754944,0.4203669871936594,0.4147015956913818,0.4203669871936594,604800
1973-05-21,0.4079032838344574,0.4124354733869495,0.4062037905536499,0.4124354733869495,1022400
1973-05-22,0.4118688106536865,0.41470150579074244,0.41016931805360646,0.41016931805360646,1099200
1973-05-23,0.4079032838344574,0.4090362793549957,0.40677028831391904,0.4090362793549957,768000
1973-05-24,0.39713916182518005,0.4011048531964766,0.3931734704538835,0.4011048531964766,1483200
1973-05-25,0.39997196197509766,0.4011049576704839,0.3846754827355293,0.3971392652662612,3124800
1973-05-29,0.4005380868911743,0.40450377560303724,0.3977053928197929,0.3999715895709336,1756800
1973-05-30,0.39600619673728943,0.4011048838991461,0.3926070028059407,0.4011048838991461,2478400
1973-05-31,0.3892079293727875,0.39600631934025626,0.3875082281457218,0.39600631934025626,3008000
1973-06-01,0.37901023030281067,0.3807097235477674,0.3739113356272716,0.3807097235477674,800000
1973-06-04,0.36201417446136475,0.3722117539184414,0.36201417446136475,0.3722117539184414,531200
1973-06-05,0.3518167734146118,0.36881274779525997,0.34331868248909253,0.3620143580430007,1417600
1973-06-06,0.33482056856155396,0.3569152163124383,0.3212237984163182,0.35181653124309864,2070400
1973-06-07,0.3484174907207489,0.36881265483697795,0.33312101389840804,0.33482071464326285,2363200
1973-06-08,0.3739113211631775,0.37901021564147497,0.35521585884018186,0.35521585884018186,1230400
1973-06-11,0.37561091780662537,0.37731041051525327,0.37051202474020367,0.37391121762772844,576000
1973-06-12,0.39090728759765625,0.3943064814028533,0.38070970618206523,0.38070970618206523,857600
1973-06-13,0.38410893082618713,0.3977057071386185,0.3807097367480793,0.39090731898240283,876800
1973-06-14,0.3773106336593628,0.3858087246391389,0.3739114387615307,0.384109023455027,1216000
1973-06-15,0.3552161455154419,0.3756113249477976,0.3552161455154419,0.3756113249477976,465600
1973-06-18,0.35691550374031067,0.3603146990140279,0.35351630846659343,0.35521600983865936,457600
1973-06-19,0.3773106336593628,0.3773106336593628,0.3603146591702023,0.3603146591702023,566400
1973-06-20,0.3892079293727875,0.39430661811319057,0.38240953940531863,0.38240953940531863,944000
1973-06-21,0.3824094831943512,0.39090736566937173,0.3824094831943512,0.3892078721625142,681600
1973-06-22,0.3824094831943512,0.40620384458292164,0.3824094831943512,0.3824094831943512,926400
1973-06-25,0.36201417446136475,0.38070963306419603,0.3603144741500427,0.38070963306419603,523200
1973-06-26,0.3671128451824188,0.3671128451824188,0.35691526614957386,0.3620141594011346,380800
1973-06-27,0.370512455701828,0.37221215785773376,0.3654137641751314,0.3671132588605268,316800
1973-06-28,0.37561091780662537,0.37731041051525327,0.36881253203157577,0.37051202474020367,380800
1973-06-29,0.38070979714393616,0.38070979714393616,0.373911407909223,0.3756111089530886,524800
1973-07-02,0.370512455701828,0.3790105515403361,0.370512455701828,0.3790105515403361,360000
1973-07-03,0.36031481623649597,0.37051240537526475,0.36031481623649597,0.37051240537526475,699200
1973-07-05,0.3671128451824188,0.37051203819336714,0.3586149663901863,0.3603144591605222,345600
1973-07-06,0.3671128451824188,0.3722117384339796,0.36541335241208295,0.3671128451824188,244800
1973-07-09,0.37561091780662537,0.37561091780662537,0.36711283185267884,0.36711283185267884,313600
1973-07-10,0.3773106336593628,0.3807098285571949,0.3756111399456426,0.3756111399456426,660800
1973-07-11,0.4028046429157257,0.4028046429157257,0.3790102819514741,0.3790102819514741,689600
1973-07-12,0.42659908533096313,0.42659908533096313,0.3977058234797143,0.40280471982362975,1675200
1973-07-13,0.41470178961753845,0.42150017961126857,0.40960310085743973,0.42150017961126857,936000
1973-07-16,0.43169745802879333,0.43169745802879333,0.4028044248092355,0.4147014951142739,1004800
