Price,Close,High,Low,Open,Volume
Ticker,ZTS,ZTS,ZTS,ZTS,ZTS
Date,,,,,
2013-02-01,28.037296295166016,28.69731607297798,27.54906135300049,28.480323340183837,66789100
2013-02-04,28.04633903503418,28.923351581927346,27.811263133654514,28.109628369154667,7695400
2013-02-05,28.06441879272461,28.91430649718503,27.89263224628907,28.254286772070614,5013200
2013-02-06,28.05537223815918,28.41702669979824,27.802213252759586,28.01016435263898,2126100
2013-02-07,28.932395935058594,29.592415803445874,28.028258562088013,28.028258562088013,3800800
2013-02-08,29.88172721862793,30.27050640530885,29.203624467301992,29.212667768764682,2599300
2013-02-11,30.071603775024414,30.288598235169104,29.72803409922607,29.8907790820821,1487200
2013-02-12,30.505592346191406,30.740666513732062,29.972151230492717,30.19818554309369,1637300
2013-02-13,30.33379554748535,30.559829796645467,29.83652088913489,30.559829796645467,1269700
2013-02-14,30.08064079284668,30.24338574169239,29.628572256943983,30.189136275740747,2954500
2013-02-15,30.722576141357422,30.82203176739182,29.836522257883193,30.116805981342942,5415400
2013-02-19,30.595998764038086,30.803949877461882,30.351881339842528,30.75874371350179,1206900
2013-02-20,29.5833740234375,30.63217316991826,29.47487506244939,30.59600684958889,1842900
2013-02-21,29.43870735168457,29.65569833996924,28.805810646003394,29.384457880108616,3242300
2013-02-22,29.465829849243164,29.77323661812825,29.384457367802714,29.637614666057665,954500
2013-02-25,28.995677947998047,29.5562420118616,28.932388623804236,29.547202157980834,818900
2013-02-26,28.96855354309082,29.29404345128432,28.923345653339133,28.977593396536495,1048700
2013-02-27,29.221712112426758,29.88173181127748,28.93238850331437,28.93238850331437,1343600
2013-02-28,30.243391036987305,30.333803380394396,29.43870945403082,29.43870945403082,2991400
2013-03-01,31.28314971923828,31.373565520143913,29.972153371703005,30.162021380089612,2334000
2013-03-04,31.057109832763672,31.545344723253134,30.95765764307984,31.46397224150489,865400
2013-03-05,31.002870559692383,31.174655414551065,30.514635562923146,31.111366075971013,1413400
2013-03-06,30.605039596557617,31.084234607094174,30.605039596557617,31.048068295165127,802000
2013-03-07,31.246978759765625,31.35547424375874,30.342841678801438,30.69545458853599,1320000
2013-03-08,30.822023391723633,31.364504087575288,30.55982289415847,30.767773942535207,1541100
2013-03-11,30.903404235839844,30.975733405397648,30.062556514549758,30.713536285615398,1729400
2013-03-12,30.577917098999023,30.957656482592316,30.379005829068756,30.849157544988863,1557600
2013-03-13,30.740665435791016,30.794914910556518,29.90886085011195,30.650253093524952,2240800
2013-03-14,31.319307327270508,32.02453313310568,31.011900587725325,31.03902704495611,1865200
